"hashtag","count","scraped_datetime","code","pk","alt","us_username","us_full_name","commerciality_status","like_count","comment_count","text","created_at_utc","type","parent_code","loc_short_name","loc_name","loc_lat","loc_lng"
,,,"CkyAE6hu7Uq","2968435442111460650","Photo by Leroy Merlin Brasil on November 10, 2022. May be an image of 1 person, beard and text., , , , , , , , , ","leroymerlinbrasil","Leroy Merlin Brasil","not_commercial",246,58,"Na hora de escolher pisos e revestimentos, leve em conta não só a estética, como também o local onde será aplicado, o conforto e a praticidade desejada.

Quer uma ajudinha para decidir qual é o melhor para sua obra ou reforma? @guitoledobrasil explica tudo nesse carrossel!

Confira também essas dicas:

Porcelanato: é destaque em beleza e praticidade. Sua fama se deve às suas vantagens: beleza, praticidade na higiene, versatilidade e durabilidade.

Cerâmico: melhor custo-benefício, é uma opção bonita e durável, podendo ser usada em qualquer ambiente da casa.

Porcelanato líquido: funciona como uma cerâmica brilhosa e sofisticada, que pode criar uma camada de até 3mm de espessura em relação ao chão.

Piso vinílico: moderno, confortável e resistente, transmite conforto térmico e acústico.

Piso laminado:é versátil, tem uma boa gama de modelos, acabamentos e cores, pode ser usado em diversos ambientes e é sustentável.

Cimento queimado: está super na moda, é resistente, barato e fácil de ser executado.

Revestimento natural: podem ser de madeira maciça ou pedras naturais, que são mais rústicas e porosas, sendo mais trabalhosas de manter

Ladrilho hidráulico: é totalmente artesanal, feito peça por peça; as peças também são ecologicamente corretas, pois dispensam uso de energia durante sua produção.

Curtiu? Compre pisos e revestimentos em uma das lojas, app ou site da Leroy Merlin. 💚

#leroymerlin #revestimento #piso #pisovinilico #pisolaminado #ladrilhohidraulico #porcelanato #cerâmica #decoração #inspiração",1668085103000,"post",,,,,
,,,,"17973190930890950",,"suzifg","Suzane Faé Grieger",,,,"👏👏👏👏🔥🔥🔥",1668144200000,"comment","CkyAE6hu7Uq",,,,
,,,,"17989792852614801",,"greslany","Greslany Silveira",,,,"Adorei G",1668144659000,"comment","CkyAE6hu7Uq",,,,
,,,"Ckx97eWoP73","2968425997292076791","Photo shared by Instamama on November 10, 2022 tagging @zara, @zara_kids_looks, @befado_pl, and @albero_mio. May be an image of 1 person, child, footwear and indoor., Photo by Instamama on November 10, 2022. May be an image of 1 person, child and indoor., Photo by Instamama on November 10, 2022. May be an image of 1 person, child and indoor., Photo shared by Instamama on November 10, 2022 tagging @3inspir, @_lifestylefashions, @inspiracjenadzis_, @photofiltry__, and @efekt_pro. May be an image of footwear.","instamama_iw","Instamama","not_commercial",1041,14,"Hej Kochani. Synek lepiej się już czuje. Wrócił do swojej grupy w przedszkolu i mógł wkoncu zabrać ze sobą swoje nowe ciapki HONEY BEFADO od @befado_pl ☺️

To naprawdę lekkie buciki, które są zapinane na wygodny rzep z możliwością regulacji i dopasowania do stopy dziecka. Wyposażone są w miękką wyściółkę Soft-B, która poprawia komfort chodzenia. 
Buciki posiadają usztywniany zapiętek i szeroki czubek buta, co jest gwarancją zdrowego rozwoju stóp dziecka. Posiadają również podeszwę antypoślizgową, która jest poza tym elastyczna i oddychająca, dzieki czemu stopa naszego dziecka nie poci się. 

Uważam, że są to idealne buciki do przedszkola, tym bardziej jak widzę, że synek nie chce ich ściągać, tak lubi w nich chodzić ☺️ 
Także Jaś poleca !
 
To kolejne nasze ciapki firmy @befado_pl i naprawdę ich jakość i dostępne wzory zachwycają. 

Sprawdź u @befado_pl ☺️♥️


#Befado #befadopl #obuwie #ciapy #syn #befadohoney #zdrowestopy #zdroweobuwie #butydladziecka #współpraca #promocja #promo #instamamapoleca #mamapoleca #pielęgniarkapoleca #leroymerlin #swiatkdziecka#zdrowastopa #soft #softb #modnebuty #jesiennastylizacja #jesien #fashionstyle",1668100552000,"post",,,,,
,,,,"17905973645666801",,"domi.mar","Dominika Marciniak",,,,"Ale duży chłopak😍",1668116251000,"comment","Ckx97eWoP73",,,,
,,,,"17996560708513177",,"raszevska.mamodietetyk","MARIKA RASZEWSKA",,,,"Śliczne buciki 😍 najważniejsze, że są bardzo wygodne i synkowi pasują ❤️",1668116359000,"comment","Ckx97eWoP73",,,,
,,,"Ckx9ogcKVOQ","2968424693862323088","Photo by Leroy Merlin Portugal on November 10, 2022. May be an image of furniture and indoor., Photo by Leroy Merlin Portugal on November 10, 2022. May be an image of door., Photo by Leroy Merlin Portugal on November 10, 2022. May be an image of furniture and bedroom., Photo by Leroy Merlin Portugal on November 10, 2022. May be an image of door.","leroymerlinpt","Leroy Merlin Portugal","not_commercial",187,0,"Quem disse que as portas e os pavimentos não podem ser as estrelas da decoração? Até domingo, renove os seus com até 25% de desconto 😉 Saiba tudo no link da bio 🔗

#LeroyMerlin #LeroyMerlinpt #DesfruteMaisDaSuaCasa #LeroyMerlinSimplifica #BlackFridayLEROYMERLIN",1668083826000,"post",,,,,
,,,"Ckx856FNb0K","2968421491579141386","Photo by Nelly in Badalona.","nellyslooks","Nelly","not_commercial",5,0,"#Nadal #christmas, encara no fa fred ni en farà i ja tenim el Nadal a tocar... 🤔🤔🤔🤔🙄🙈#leroymerlin @nellyslooks",1668083439000,"post",,"Badalona","Badalona",41.448,2.2429
,,,"Ckx8WynM7yT","2968419078377815187","Photo shared by PassionDécoCréa_LRvl☆ on November 10, 2022 tagging @jojorouvel. May be an image of indoor., Photo by PassionDécoCréa_LRvl☆ on November 10, 2022. May be an image of indoor., Photo by PassionDécoCréa_LRvl☆ on November 10, 2022. May be an image of credenza and indoor., Photo by PassionDécoCréa_LRvl☆ on November 10, 2022. May be an image of flower., Photo by PassionDécoCréa_LRvl☆ on November 10, 2022. May be an image of indoor., Photo by PassionDécoCréa_LRvl☆ on November 10, 2022. May be an image of indoor.","passiondecocrea_lrvl","PassionDécoCréa_LRvl☆","not_commercial",9,0,"Création nouvelle salle de bain #leroymerlin #travaux #salledebain #etabli",1668083152000,"post",,,,,
,,,"Ckx5aZ8olgI","2968406132632213512","Photo by Leroy Merlin Trignac on November 10, 2022. May be an image of 1 person, eyeglasses and indoor.","leroymerlin_trignac","Leroy Merlin Trignac","not_commercial",15,0,"[ JOURNÉE INTERNATIONALE DES STAGIAIRES ] 

À l'occasion de la journée internationale des stagiaires, nous vous présentons Romain 🤩
Étudiant en 2ème année de BTS MCO, Romain nous a rejoins cette semaine pour 1 mois et demi de stage au rayon jardin ! ✨
•
•
•
•
•
#LeroyMerlinTrignac #LeroyMerlin #stagiaire #journeeinternationale #bienvenue #bts",1668081609000,"post",,,,,
,,,"Ckx5aCDMoO_","2968406106972521407","Photo by Hertz Portugal on November 10, 2022. May be an image of text that says 'Hertz 24/7 LEROY WERLIN Hertz 24/7 Para grandes projetos grandes soluções! CRIE FÁCIL, RÁPIDO E SEGURO! Levantamento e devolução nas lojas LEROY MERLIN. Auganes Hugers POOg Hertz 24/7 Hertz Deede 11,90€ Descarregue agora ......O App Hertz 24/7. GooglePlay App Store'.","hertzportugal","Hertz Portugal","not_commercial",23,0,"Sabia que pode alugar uma carrinha Hertz 24/7 para transportar artigos LEROY MERLIN de grande dimensão ou peso? 🚚
📱 Faça a sua reserva através da app ou do website e levante a sua viatura numa loja @leroymerlinpt.

#HertzPortugal #HertzViaturas #HertzRentACar #Hertz247 #LeroyMerlin #LeroyMerlinpt",1668081605000,"post",,,,,
,,,"Ckx5V_Ytk7e","2968405829234347742","Photo by Леруа Мерлен Казахстан on November 10, 2022. May be an image of ‎indoor and ‎text that says '‎уютная гардеробная бесплатное проектирование ם‎'‎‎., Photo by Леруа Мерлен Казахстан on November 10, 2022. May be an image of text that says 'металлическая гардеробная система преимущества: монтаж на любой стене полки выдерживают вес до 40 кг 10 лет гарантии от леруа мерлен разнообразие размеров полок и кронштейнов'., Photo by Леруа Мерлен Казахстан on November 10, 2022. May be an image of text that says 'как заказать проект измерьте место установки заполните форму на сайте www.leroymerlin.kz дождитесь звонка нашего сотрудника спроектируйте систему хранения вместе с нашим специалистом получите готовый проект и расчет стоимости на электронную почту или в бумажном формате'., Photo by Леруа Мерлен Казахстан on November 10, 2022. May be an image of indoor and text that says 'чехол для одежды Spaceo артикул: 82008804 1610 сохраняйте чистоту и свежесть одежды, пока они ждут своего сезона. в дополнение можно повесить ароматизатор, чтобы одежда не пропахла сторонними запахами.'., Photo by Леруа Мерлен Казахстан on November 10, 2022. May be an image of indoor and text that says '6 россия PonyWah Iiteviow nta короб Spaceo KUB Laguna артикул: 81990618 1670 3 1 храните мелкие вещи, которыми вы пользуетесь редко, HO никак не можете избавиться.'., Photo by Леруа Мерлен Казахстан on November 10, 2022. May be an image of ‎furniture, indoor and ‎text that says '‎H M 超峰瘦 温保显专心רèせ A кофр нетканый артикул: 16292773 820 спаситель для одеял, подушек, подматрасника, которые всегда сложно куда-то красиво убрать‎'‎‎., Photo by Леруа Мерлен Казахстан on November 10, 2022. May be an image of text that says 'плечики Spaceo 4 артикул:82680698 артикул: 82680698 3 260 KZT то, без чего не обойдется ни одна гардеробная.'., Photo by Леруа Мерлен Казахстан on November 10, 2022. May be an image of furniture, indoor and text that says 'органайзер для оранайзердлябуви обуви артикул: артикул:82762248 82762248 3 720 KZT избавьтесь от миллиона коробок и сохраните чистоту и порядок.'., Photo by Леруа Мерлен Казахстан on November 10, 2022. May be an image of text that says 'контейнер Rolly артикул: 82355497 910 KZI 1 IMCICCOOMY контейнер, в котором можно хранить разные вещи, расфасовать их по необходимости к применению.'.","leroymerlin_kz","Леруа Мерлен Казахстан","not_commercial",70,0,"Хороший гардероб найти можно, но сложно: у каждого из нас свои предпочтения, которым он должен соответствовать🤔
⠀
Если поиски ни к чему не привели, возможно, стоит сделать гардероб под себя — тем более, что в Леруа Мерлен есть для этого все🥳 необходимое: от специалистов-проектировщиков до всех необходимых материалов.
⠀
Смотрите подробности в нашей карусели😉
_________________________________
⠀
Жақсы гардеробты табу кейде қиынға соғады: әрқайсымыздың өз қалауымыз бар дегендей, ол толық көңілден шығуы керек🤔
⠀
Егер іздеу ештеңеге әкелмесе, онда өзіңізге жеке гардероб жасау керек шығар - әсіресе Леруа Мерленде бұл үшін қажет нәрсенің бәрі бар: кәсіби дизайнерлерден бастап, барлық қажетті материалдарға дейін.
⠀
Толық ақпаратты карусельден қараңыз😉
⠀
#леруамерлен #леруамерленказахстан #леруамерленалматы #leroymerlin #leroymerlinkazakhstan #leroymerlinalmaty",1668081574000,"post",,"Леруа Мерлен Казахстан","Леруа Мерлен Казахстан",43.234088510723,76.782095432281
,,,"Ckx1JECOP4e","2968387348686503454","Photo by Claudeir da Silva de Souza on November 10, 2022. May be an image of 1 person and indoor., Photo by Claudeir da Silva de Souza on November 10, 2022. May be an anime-style image of indoor., Photo by Claudeir da Silva de Souza on November 10, 2022. May be an image of 1 person and indoor., ","fera_art","Claudeir da Silva de Souza","not_commercial",30,2,"#artgallery #gramado #grafitti #leroymerlin #saopaulo #art #brasil",1668079370000,"post",,,,,
,,,,"18161980753262644",,"limalozange23","Lozange Vieira Lima",,,,"Ficou top demais. 👏",1668088117000,"comment","Ckx1JECOP4e",,,,
,,,,"18197885479175443",,"isahohagen","Isa Hohagen",,,,"👏👏👏👏👏👏",1668095856000,"comment","Ckx1JECOP4e",,,,
,,,"Ckx0jlotPIM","2968384773425525260","Photo by Leroy Merlin Mérignac Bordeaux on November 10, 2022. May be an image of indoor.","leroymerlin.merignac","Leroy Merlin Mérignac Bordeaux","not_commercial",13,0,"[Instant Déco] 

Jean-Philippe vous a préparé une nouvelle ambiance dans son rayon décoration ! 

Vous aimez bien ❓️

N'hésitez pas à venir la voir 😄

 #decoration #finditstyleit #leroymerlinmerignac #merignac #LeroyMerlin",1668082244000,"post",,,,,
,,,"Ckx0B-oqAg7","2968382463806015547","Photo by 𝓜𝑎𝑒̈𝑣𝑎. 🕊 in Toulouse, France with @tikamoon, @leroymerlin.roques, and @muymucho.toulouse31. May be an image of sink and indoor.","_lapetitetoulousaine","𝓜𝑎𝑒̈𝑣𝑎. 🕊","not_commercial",126,21,"B a t h r o o m. 🛁

& un petit changement de vasque suite à une fissure sur les anciennes. Vous aimez le rendu ? 

__
#bathroom #homedecor #decorationinterieur #homesweethome #myhomevibe #decorideas #construction2021 #leroymerlin",1668078788000,"post",,"Toulouse","Toulouse, France",43.6044,1.4443
,,,,"17876488148775823",,"manon.charton_","Mimi pour les intimes ✨🦋",,,,"Wooow cette déco j’adore 🤎🤍",1668115092000,"comment","Ckx0B-oqAg7",,,,
,,,,"18048772576370594",,"amelie_brtn_","𝙰 𝚖 𝚎́ 𝚕 𝚒 𝚎",,,,"C’est magnifique ! J’adore tellement ! 😍",1668118445000,"comment","Ckx0B-oqAg7",,,,
,,,"Ckxy4xSNcEB","2968377432948982017","Photo by Artur on November 10, 2022.","artursm66","Artur","not_commercial",12,2,"#barcelona#newyork #newyorkcity #newyorknewyork #newyorklife #newyorker #happychristmas #leroymerlin #autumn2022 #tardor2022",1668078187000,"post",,,,,
,,,"Ckxx_-cqY51","2968373530072813173","Photo by Leroy Merlin Marne La Vallée on November 10, 2022. May be an image of flower and nature.","leroymerlin.mlv","Leroy Merlin Marne La Vallée","not_commercial",7,0,"Choisissez le chrysanthème blanc, symbole de pureté, pour fleurir les sépultures de ceux qui vous sont chers 🤍

#toussaint #tradition #vivace #automne #leroymerlin #lognes",1668078002000,"post",,,,,
,,,"Ckxx9-bI_eR","2968373392608327569","Photo by 💚 LEROY MERLIN CORMONTREUIL on November 10, 2022. May be an image of indoor., Photo by 💚 LEROY MERLIN CORMONTREUIL on November 10, 2022., Photo by 💚 LEROY MERLIN CORMONTREUIL on November 10, 2022. May be an image of mirror and indoor., Photo by 💚 LEROY MERLIN CORMONTREUIL on November 10, 2022. May be an image of indoor.","leroy_merlin_cormontreuil","💚 LEROY MERLIN CORMONTREUIL","not_commercial",12,0,"Quoi de mieux qu'une bonne douche en rentrant à la maison ? 🛁
Vous souhaitez refaire la votre ? 🤔 Venez vous inspirer de nos ambiances de salles de bains 🤗✨
 
#leroymerlin #salledebain #bricolage #decoration #rose #blanc",1668077706000,"post",,,,,
,,,"Ckxx-XrI-Ih","2968373419720303137","Photo by 💚 LEROY MERLIN LA NEUVILLETTE on November 10, 2022. May be an image of indoor., Photo by 💚 LEROY MERLIN LA NEUVILLETTE on November 10, 2022. May be an image of indoor., Photo by 💚 LEROY MERLIN LA NEUVILLETTE on November 10, 2022. May be an image of sink and indoor., Photo by 💚 LEROY MERLIN LA NEUVILLETTE on November 10, 2022. May be an image of sink and indoor.","leroymerlinreimslaneuvillette","💚 LEROY MERLIN LA NEUVILLETTE","not_commercial",26,0,"Il est important de se sentir bien chez soi. 🥰
Tous nos collaborateurs sont là pour vous conseiller afin que vous vous sentiez bien chez vous. 
Découvrez les salles de bains Leroy Merlin 🛁
 
#leroymerlin #reims #laneuvillette #salledebain #baignoir #carrelage #miroir #vasque",1668103895000,"post",,,,,
,,,"CkxwgKFIIQt","2968366945493091373","Photo by Chalet MARIE on November 10, 2022. May be an image of indoor., Photo by Chalet MARIE on November 10, 2022. May be an image of body of water and indoor., Photo by Chalet MARIE on November 10, 2022. May be an image of indoor.","lechaletmarie","Chalet MARIE","not_commercial",11,1,"CHAMBRE JUDIE
Parquet souple posé en 2h30 seule 😁
#parquet #parquetaclipper #solsouple #solpvc #pvc #parquetpvc #solsoupleleroymerlin #leroymerlin #reno #renovationsol #renovationencours #renoencours #renovationproject #renocomplete",1668076938000,"post",,,,,
,,,,"18266456311102922",,"aud0013","Audrey Culioli",,,,"👏🏼👏🏼🤩❤️",1668111749000,"comment","CkxwgKFIIQt",,,,
,,,"CkxuT4boujo","2968357305816639720","Photo by Leroy Merlin Strasbourg on November 10, 2022. May be an image of 4 people, people standing and indoor.","leroymerlinstrasbourg","Leroy Merlin Strasbourg","not_commercial",24,0,"👨‍🎓 Journée internationale des alternants ⚡️

💚 Chez Leroy Merlin, nous n’hésitons pas à nous faire bousculer par les regards neufs. Et quoi de plus disruptif que le regard de la jeune génération. 😉

Nous accordons beaucoup d'importance à l'alternance car pratiquer est la meilleure façon d'apprendre ! 💪

👫 Nous avons une pensée pour Camélia, Marcelina et Benjamin, les autres alternants qui n'ont pas pu être présents sur la photo... 💚

#LeroyMerlin #Strasbourg #Jeunesse #Alternance #Apprentissage",1668075788000,"post",,,,,
,,,"Ckxqw93omHK","2968341712333857226","Photo by Leroy Merlin Arras 🏡 on November 10, 2022. May be an image of indoor., Photo by Leroy Merlin Arras 🏡 on November 10, 2022. May be an image of indoor., Photo by Leroy Merlin Arras 🏡 on November 10, 2022. May be an image of indoor., Photo by Leroy Merlin Arras 🏡 on November 10, 2022., Photo by Leroy Merlin Arras 🏡 on November 10, 2022.","leroy_merlin_arras","Leroy Merlin Arras 🏡","not_commercial",3,0,"Envie d’exotisme ? Pas besoin d’aller très loin pour vous dépayser 😉
Venez simplement dans votre rayon décoration et repartez avec le smile 😉

#leroymerlin#leroymerlinfrance#leroymerlinarras#decorationinterieur#exotisme#naturel#tendances2022",1668073930000,"post",,,,,
,,,"CkxqhFMMX8B","2968340620683345665","Photo by Leroy Merlin Paris 19 on November 10, 2022. May be an image of furniture and indoor., Photo by Leroy Merlin Paris 19 on November 10, 2022. May be an image of indoor., Photo by Leroy Merlin Paris 19 on November 10, 2022. May be an image of 1 person and indoor., Photo by Leroy Merlin Paris 19 on November 10, 2022. May be an image of indoor., Photo by Leroy Merlin Paris 19 on November 10, 2022. May be an image of food and indoor., Photo by Leroy Merlin Paris 19 on November 10, 2022. May be an image of food.","leroymerlin_paris19","Leroy Merlin Paris 19","not_commercial",37,0,"Leroy Merlin Paris 19 vous présente son nouveau podium Déco/Luminaire et Peinture ! ✨

Venez vous inspirer de la création « l’incontournable Bohème » de nos équipes qui ont tout fait pour embellir le podium ! 🥰 

Nous vous partagerons l’ensemble des créations dans les semaines à venir…

Encore un grand BRAVO à l’ensemble de la team !!! 🙌🏽

#leroymerlin 
#décoration 
#luminaire 
#peinture",1668073913000,"post",,,,,
,,,"Ckxqj09uZMY","2968340809419166488","Photo by 💡 Brilustres / instalação de Lustres in Guarulhos. May be an image of chandelier.","brilustres","💡 Brilustres / instalação de Lustres","not_commercial",6,4,"BriLustres 💡
Instalação de Lustres
Faça Seu Orçamento conosco !
Profissionais Qualificados no Ramo
Atendimento via Direct ou Whatsapp
📱11988563345
Atendemos Todas as Região de São Paulo
Instalação de Lustres Manutenção e limpeza
Precisa Instalar o Ventilador ou precisa Fazer uma Manutenção? Fazemos Isso para você!
Com 3 meses de Garantia no serviço.
#o #decora #decoracao #decor #arquitetura #design #designdeinteriores #casa #homedecor #iluminação #interiores #arquiteturadeinteriores #home #interiordesign #arte #illustration #casamento #instadecor #decoration #comunidadeleroymerlin #architecture #leroymerlin  #brilustres #feitoamao #reforma #newline  #chandelier #yamamura #inspira #bhfyp",1668073822000,"post",,"Guarulhos","Guarulhos",-23.4456,-46.4956
,,,,"17973106204856966",,"fitneesmodal87","",,,,"Send it on 👉 @__home__decors🧿",1668073946000,"comment","Ckxqj09uZMY",,,,
,,,"CkxqEDYsI5W","2968338625880690262","Photo by Veronique Durand on November 10, 2022. May be an image of furniture and indoor.","veronique_durand","Veronique Durand","not_commercial",3,3,"Double jeux #drawer#leroymerlin #renovation",1668073561000,"post",,,,,
,,,,"17958975878112886",,"heleneguihenneuc","Helene Guihenneuc",,,,"@veronique_durand  oh top merci .
Je vais aller voir ça !😘",1668077604000,"comment","CkxqEDYsI5W",,,,
,,,"Ckxpbb6M_Kv","2968335834714206895","Photo shared by David’s Home on November 10, 2022 tagging @velux, @habitatconcept, @groupebdl, and @pointp_fr. May be an image of text that says 'VELUX® UX'., Photo by David’s Home on November 10, 2022. May be an image of sky., Photo by David’s Home on November 10, 2022., Photo by David’s Home on November 10, 2022., Photo by David’s Home on November 10, 2022. May be an image of indoor., Photo by David’s Home on November 10, 2022., Photo by David’s Home on November 10, 2022., Photo by David’s Home on November 10, 2022. May be an image of sky., Photo by David’s Home on November 10, 2022., Photo by David’s Home on November 10, 2022. May be an image of indoor.","vivre_a_orchies","David’s Home","not_commercial",20,1,"10/11/2022 : Pose de trois stores d’occultation duo Velux MK04
Enfin reçu les trois stores d’occultation duo MK04 de chez @velux , commandés chez @pointp_fr 
Très facile à monter, il suffit juste de suivre la notice qui est très claire et le tour est joué en à peine 10 minutes par Velux.
Afin qu’ils puissent correspondre à tout type de déco, j’ai choisis le modèle 3009S, occultant noir et plissé blanc.
Je vous laisse admirer. 🪟
.
.
.
.
#orchies #construction #neuf #constructionneuve #constructionmaison #habitat #habitatconcept #leroymerlin #castorama #pointp #deco #decoration #design #terrain #maison #myhome #travaux #nord #hautsdefrance #nordpasdecalais #constructionnord #groupebdl #lille #mamaisonhc #construction2021 #jefaisconstruire #velux #storevelux #store",1668073228000,"post",,"Orchies","Orchies",50.47396,3.24189
,,,,"17984281069660740",,"homebyjla","",,,,"Petit question pourquoi il est end eux parties sa sert a quoi ? 😃",1668105714000,"comment","Ckxpbb6M_Kv",,,,
,,,"CkxonPJI275","2968332247593348857","Photo shared by Poner Parquets Tenerife on November 10, 2022 tagging @ponerparquetenerife. May be an image of living room.","ponerparquetenerife","Poner Parquets Tenerife","not_commercial",3,0,"👉Nueva instalación: MO. Colocacion Parquet en Tenerife - 9€ m2. 👷Para más información o presupuesto Contactar por 📲WhatsApp: +34 620 99 09 46⁩👌

 #doketcanarias #LeroyMerlin #ponerparquets #suelolaminadococina #instalaciontarima #barnizadosuelo #suelolaminadoac5 #barnizado #tarima #ponerparquetenerife #suelolaminado #suelolaminadoac4 #suelolaminadobaño #ponerparquetencasa #ponerparquet",1668072801000,"post",,,,,
,,,"CkxnqlqDBIL","2968328079879705099","Photo by Leroy Merlin Laval in Leroy Merlin Laval Saint-Berthevin. May be an image of 1 person, furniture and text.","leroymerlin.laval2","Leroy Merlin Laval","not_commercial",6,0,"On a une bonne nouvelle pour vous! 📣

Les 11, 12 et 13 novembre, votre fidélité vous rapportera plutôt deux fois plus de points* !

Pour chaque achat ou commande validée en magasin entre le 11 et le 13 novembre vos points seront doublés.

*Voir conditions en magasin

#LeroyMerlin #leroymerlinlaval #fidelite #points #Doublé",1668072303000,"post",,"Leroy Merlin Laval Saint-Berthevin","Leroy Merlin Laval Saint-Berthevin",,
,,,"CkxlMk6gvTK","2968317221404865738","Photo by EBiq on November 10, 2022. May be an image of tree, outdoors and text that says 'You are invited to join the ""BitcOin"" analysis group and join in the investment plan and earn 500-5k usd a day.'.","nltd7weatrs","EBiq","not_commercial",1,0,"Dear.
You are invited to join the “BitcOin”analysis group 
and join in the investment plan and earn 500-5k usd a day.
LINK:https://t2m.io/WHzdKnr 












  #lembrancas #lembranca #lemontree #lemariplastikmurah #lemberg #lembulumata #lemonwater #lembrancapersonalizada #lemans #lemontart #lemonmeringue #lemariminimalis #lemaridapur #ler #leroysane #leroymerlin #leratv #lernenlernenlernen #lerfazbem #lerrie #leren #leukemia #leu #leuchtturm1917 #leuven #leuchtturm #leuk #leucemia #leupold #leupoldoptics  @benguttormson",1668071009000,"post",,,,,
,,,"Ckxk0RuIdlI","2968315551528638792","Photo by Versus style on November 10, 2022. May be an image of furniture and living room., Photo by Versus style on November 10, 2022. May be an image of furniture and indoor., Photo by Versus style on November 10, 2022. May be an image of furniture and living room., Photo by Versus style on November 10, 2022. May be an image of furniture and kitchen., Photo by Versus style on November 10, 2022. May be an image of furniture, living room and text that says 'Do what you Love'., Photo by Versus style on November 10, 2022. May be an image of table and indoor., Photo by Versus style on November 10, 2022. May be an image of furniture and living room., Photo by Versus style on November 10, 2022. May be an image of furniture and living room., Photo by Versus style on November 10, 2022. May be an image of indoor., Photo by Versus style on November 10, 2022. May be an image of indoor.","versus_style_decoration","Versus style","not_commercial",6,0,"DIVISION MR L. STUDIO 2

#waouh #effetwahou #déco #décoration #decorationinterieur #renovation #investissementimmobilier #investissementlocatif #agenceimmobiliere #architectedinterieur #maisonsdumonde #ikea #Darty #LeroyMerlin #chasseurdappart #VersusStyle #projetimmobilier #homesweethome #homestaging #ameublement #agencement #lyon #division #location #colocation #locationsaisonniere #locationcourtedurée ###architectedintérieur",1668070811000,"post",,,,,
,,,"Ckxk12_IBFi","2968315660261658978","Photo by Policía Local Santomera on November 10, 2022. May be an image of text.","policialocalsantomera","Policía Local Santomera","not_commercial",21,0,"🛑ALERTA FRAUDE🛑
⚠️#LeroyMerlin NO está realizando ninguna comunicación de este tipo a través de email ni en otros canales

❌ #NoPiques
🗑️Elimínalo y a la papelera 🗑️
#StopPhishing",1668070825000,"post",,,,,
,,,"Ckxjg7dD6JD","2968309823903343171","Photo by Leroy Merlin L’atelier on November 10, 2022. May be an image of 1 person, indoor and text that says 'EROY lier MERLIN Genevieve LEROY MERLIN LEROY MERLIN'., Photo by Leroy Merlin L’atelier on November 10, 2022. May be an image of 5 people, people standing, indoor and text that says 'LEROY L'atelier MERLIN WNHONE'., Photo by Leroy Merlin L’atelier on November 10, 2022. May be an image of 2 people and indoor., Photo by Leroy Merlin L’atelier on November 10, 2022. May be an image of 2 people and indoor., Photo by Leroy Merlin L’atelier on November 10, 2022. May be an image of 2 people, food and indoor., Photo by Leroy Merlin L’atelier on November 10, 2022. May be an image of 2 people and indoor.","leroymerlinlatelier","Leroy Merlin L’atelier","not_commercial",9,0,"Retour en images sur l’atelier cuisine de mardi soir, en compagnie des #seniors de la ville de #Nice 💙
C’est notre incontournable Cheffe Genevieve qui a partagé ses secrets pour réaliser : 🍽 daube & quiques de Breil + un fondant aux marrons 🤤

#ateliercuisine #coursdecuisine #cheffe #cuisine #recettes #seniorsvilledenice #frencheiviera #liberation #leroymerlinlatelier #leroymerlin #leroymerlinnice #leroymerlincoeurdenice",1668070128000,"post",,"Leroy Merlin L’atelier","Leroy Merlin L’atelier",43.706372745579,7.2644387733561
,,,"CkxhZXEIoFs","2968300507701084524","Photo by Leroy Merlin Ajaccio on November 10, 2022. May be an image of indoor., Photo by Leroy Merlin Ajaccio on November 10, 2022. May be an image of indoor., Photo by Leroy Merlin Ajaccio on November 10, 2022. May be an image of cake and indoor., Photo by Leroy Merlin Ajaccio on November 10, 2022. May be an image of indoor., Photo by Leroy Merlin Ajaccio on November 10, 2022. May be an image of indoor.","leroymerlinajaccio","Leroy Merlin Ajaccio","not_commercial",3,0,"[ENFANTS]

Des nouveautés sont arrivées en magasin 🦄🦊

👉 Coussins licorne et renard, suspension, veilleuse, coffre de rangement, petit tabouret mais aussi coffret de naissance ! 

On adore ! 😍🧸

#decorationinterieur #inspirationdeco #deco #inspideco #inspiration #leroymerlinajaccio #decoration #teamagglosud #leroymerlin #enfant #chambre",1668069017000,"post",,"Leroy Merlin Ajaccio","Leroy Merlin Ajaccio",41.94974553627,8.7702240049839
,,,"Ckxf6VajaFP","2968293977579430223","Photo by Leroy Merlin Angoulême on November 10, 2022. May be an image of indoor., Photo by Leroy Merlin Angoulême on November 10, 2022. May be an image of text that says 'Le noël des brico leurs avec LEROY LEROVERLIN ERLIN'., Photo by Leroy Merlin Angoulême on November 10, 2022. May be an image of indoor.","leroy_merlin_angouleme","Leroy Merlin Angoulême","not_commercial",26,1,"🎄Nous nous préparons à fêter Noël avec nos bricoleurs…

Flocons de neige et outils ont déjà pris place sur notre podium ❄️

À très vite en magasin 💚 

#leroymerlinangouleme #leroymerlin #noel #bricoleur #podium #outils #christmasiscoming",1668070177000,"post",,,,,
,,,,"17954569331187846",,"violette_manzanas_","manzanas",,,,"Pas mal,le travail des collègues...🙌🙌",1668112015000,"comment","Ckxf6VajaFP",,,,
